startDate,userName,endDate,totalHoursPerDay,Comment,_id,userEmail,activities,totalHours
2024-04-30T04:14:33Z,Barbe Hayes,2024-02-04T19:45:52Z,"[8, 9, 4, 8, 4, 6, 10]",Excellent,FE1c901fD7d2fEeDBCf5Dc7C,bhayes1g@naver.com,BAU Activity,49
2024-01-16T19:23:27Z,Gwenette Hughlock,2024-02-13T22:03:35Z,"[10, 3, 10, 1, 7, 5, 5]",Average,E9ae5eCCeeEEAa819bdBe7D3,ghughlock1h@blogtalkradio.com,Sales Activity,41
2024-02-07T03:03:57Z,Bendicty McPeice,2024-03-18T03:14:53Z,"[6, 3, 0, 10, 7, 9, 9]",Poor,BaA2e7AB489dfFEcC3CDEaCB,bmcpeice1i@skype.com,Sales Activity,44
2024-02-05T16:14:17Z,Zollie Roj,2024-02-24T01:39:05Z,"[8, 8, 4, 4, 1, 3, 6]",Excellent,DE3fc2Aa0BCB6eaAB33Ba8DE,zroj1j@hud.gov,BAU Activity,34
2024-05-17T21:06:58Z,Waneta Pothecary,2024-03-14T02:16:23Z,"[10, 6, 2, 9, 4, 0, 8]",Average,D77DAc505da9aaa3bEAAdE47,wpothecary1k@google.nl,Sales Activity,39
2024-01-16T07:46:05Z,Oliviero Kell,2024-05-19T04:30:15Z,"[8, 6, 8, 0, 7, 6, 1]",Good,fd07c7AFa29d561DE7C7fa66,okell1l@nature.com,Sales Activity,36
2024-02-05T03:00:57Z,Ilka Solman,2024-03-28T17:39:43Z,"[8, 0, 1, 8, 10, 7, 9]",Poor,E0223CA93FEfFC944DFEF0E5,isolman1m@ucoz.com,BAU Activity,43
2024-01-14T23:57:49Z,Lin Ellin,2024-04-28T23:14:46Z,"[2, 1, 5, 7, 0, 1, 3]",Good,e497896cccA88cCCbDABabF0,lellin1n@webnode.com,Sales Activity,19
2024-05-10T03:45:05Z,Den Deesly,2024-03-27T04:35:27Z,"[1, 10, 10, 2, 6, 10, 1]",Excellent,6fBb3d14EFae8a4E7BcD49DB,ddeesly1o@baidu.com,BAU Activity,40
2024-05-03T04:33:01Z,Rickie Spanswick,2024-03-30T17:33:20Z,"[4, 1, 2, 6, 1, 7, 10]",Excellent,F6AEdeDFa0CbFf01afd1aecf,rspanswick1p@unicef.org,Sales Activity,31
2024-04-28T06:57:36Z,Gerti Acuna,2024-02-07T23:47:57Z,"[9, 0, 10, 2, 2, 5, 3]",Average,330b7c1Ecbd0d5cDA4bf0ECf,gacuna1q@accuweather.com,Sales Activity,31
2024-04-16T22:59:34Z,Alva Fosberry,2024-02-22T07:39:53Z,"[1, 8, 2, 6, 7, 5, 1]",Poor,65F1FbA5A6dEcE3Fb6bd0FDa,afosberry1r@google.com,BAU Activity,30
2024-05-13T11:15:44Z,Florina Kahen,2024-02-08T14:40:14Z,"[2, 9, 9, 2, 8, 8, 6]",Average,DD7dC97E675e1fABC9bb5F70,fkahen1s@samsung.com,BAU Activity,44
2024-05-15T15:33:47Z,Evin Nears,2024-02-22T06:43:22Z,"[8, 8, 9, 9, 8, 4, 0]",Poor,FACeEA1DaacC5aEcC176feFA,enears1t@sourceforge.net,Sales Activity,46
2024-02-29T21:12:08Z,Arlie Brech,2024-01-01T10:57:31Z,"[0, 2, 10, 10, 10, 9, 5]",Poor,cbEE8eAad2E5Ca2aEFAFCDbc,abrech1u@gnu.org,BAU Activity,46
2024-01-04T22:34:38Z,Vail Smallacombe,2024-05-10T03:49:06Z,"[5, 6, 7, 4, 0, 1, 9]",Very Poor,D0d9fE0eEc2FEa20d1d0A8B1,vsmallacombe1v@japanpost.jp,BAU Activity,32
2024-05-25T23:08:17Z,Marty Streak,2024-01-27T14:32:56Z,"[8, 9, 7, 8, 5, 2, 6]",Very Poor,EeD2fdEde0ebfeD3DA9aaE4A,mstreak1w@hatena.ne.jp,BAU Activity,45
2024-01-18T10:04:09Z,Durward Gubbin,2024-05-10T03:43:25Z,"[6, 10, 7, 10, 5, 1, 0]",Good,3f29A2Cbb8EEeB96d8101cFb,dgubbin1x@un.org,Sales Activity,39
2024-02-15T03:02:52Z,Seymour Pordal,2024-02-15T05:29:45Z,"[5, 10, 5, 5, 2, 7, 5]",Excellent,AcBaC2f1B5ec10ca8349BFff,spordal1y@printfriendly.com,Sales Activity,39
2024-03-11T10:38:49Z,Jason MacCook,2024-05-17T09:27:26Z,"[1, 9, 0, 2, 5, 5, 6]",Very Poor,E3e6aE5cBf3dC2feFcc71F60,jmaccook1z@marriott.com,BAU Activity,28
2024-03-16T05:00:57Z,Cass Boulger,2024-02-07T12:35:09Z,"[10, 3, 6, 5, 9, 5, 9]",Good,77dd4acdC5FDeFa03a179Ce3,cboulger20@howstuffworks.com,Sales Activity,47
2024-03-27T23:30:24Z,Thayne Barrett,2024-03-22T14:42:53Z,"[8, 7, 4, 8, 0, 7, 6]",Excellent,2c6AE636Ec9dedAbdB4EeBDC,tbarrett21@cocolog-nifty.com,Sales Activity,40
2024-03-23T08:33:49Z,Elinor Sindle,2024-02-19T03:57:24Z,"[5, 5, 2, 4, 5, 9, 0]",Poor,E8Addcbeda0AbdD75c5BAEA7,esindle22@live.com,Sales Activity,30
2024-04-03T22:05:06Z,Nicolea Sloley,2024-01-18T05:59:58Z,"[5, 6, 6, 9, 4, 8, 5]",Good,D4edA9EEcf7BF8dfEF4EaAA8,nsloley23@google.com.hk,BAU Activity,43
2024-05-08T19:42:45Z,Cirilo Le Grand,2024-02-03T23:21:11Z,"[1, 10, 0, 4, 1, 7, 2]",Good,6Dae7bCadDfDD6A6eCFc686f,cle24@edublogs.org,Sales Activity,25
2024-02-01T10:55:58Z,Arlina Spadazzi,2024-02-14T09:28:11Z,"[7, 8, 10, 9, 5, 3, 0]",Very Poor,CB94E15BDBBb1DC3Dfb4e9dE,aspadazzi25@gizmodo.com,BAU Activity,42
2024-05-16T02:15:46Z,Jenica Iannetti,2024-04-03T09:28:12Z,"[7, 0, 6, 2, 5, 7, 2]",Poor,Ac0291d51faAAebdcF3DbcdE,jiannetti26@prweb.com,Sales Activity,29
2024-04-24T20:21:23Z,Cortie Maddams,2024-05-07T22:48:58Z,"[7, 10, 10, 1, 6, 2, 6]",Good,bD6BbDF8c857A08ecdFDcdD0,cmaddams27@europa.eu,BAU Activity,42
2024-02-23T06:18:11Z,Earlie Calway,2024-02-06T12:43:09Z,"[8, 2, 6, 2, 2, 0, 2]",Excellent,DbddFb1e3CEEfAE9fDdaf6d9,ecalway28@domainmarket.com,BAU Activity,22
2024-01-23T07:40:20Z,Linnell Brayn,2024-03-11T21:57:17Z,"[0, 4, 1, 8, 5, 6, 5]",Poor,DE1A7673F09ca7AFba6bBCaE,lbrayn29@free.fr,BAU Activity,29
2024-03-17T02:53:15Z,Marielle McGinnis,2024-03-06T16:58:23Z,"[4, 10, 4, 0, 9, 5, 7]",Good,8FF77D74FAfD6ACC9D5d6B7D,mmcginnis2a@walmart.com,BAU Activity,39
2024-01-07T04:14:25Z,Lea Lampett,2024-03-15T23:36:12Z,"[6, 8, 10, 4, 6, 3, 2]",Excellent,c06b3eC234951aFD0Dc2783e,llampett2b@exblog.jp,Sales Activity,39
2024-02-28T04:32:23Z,Tracee Roskruge,2024-04-29T19:28:12Z,"[1, 1, 2, 6, 8, 10, 1]",Average,dddcAeA8aDAAF55d1fAbEA7F,troskruge2c@latimes.com,BAU Activity,29
2024-01-11T01:44:05Z,Yardley Titchmarsh,2024-02-25T22:17:05Z,"[0, 8, 1, 9, 7, 9, 6]",Poor,C1ab6c71CbBefdAFC22d8f0B,ytitchmarsh2d@scientificamerican.com,Sales Activity,40
2024-01-29T20:43:19Z,Dita Charles,2024-03-04T02:43:49Z,"[2, 4, 10, 3, 4, 2, 4]",Poor,EDF8A7eC8a3f2dFceBadbfdB,dcharles2e@google.it,Sales Activity,29
2024-04-26T10:30:28Z,Bidget Badrock,2024-01-15T17:10:06Z,"[7, 6, 1, 3, 7, 6, 3]",Good,eFC3EE3ecD189EfE8e175ffc,bbadrock2f@4shared.com,BAU Activity,33
2024-03-13T02:54:34Z,Redford Guidini,2024-01-16T10:09:07Z,"[5, 3, 1, 6, 6, 8, 2]",Excellent,2EACDb4eEE8daAFddf2bddc6,rguidini2g@diigo.com,Sales Activity,31
2024-05-12T10:36:06Z,Osgood Mustill,2024-05-07T19:23:46Z,"[3, 1, 5, 5, 4, 1, 3]",Excellent,B9CEFba70cAEA21C51f2adB7,omustill2h@lycos.com,Sales Activity,22
2024-02-04T06:39:02Z,Vassily Plewes,2024-03-09T08:41:34Z,"[10, 3, 9, 10, 6, 2, 2]",Good,ecbBc87Fc8b8AbC9a2Dfcf30,vplewes2i@columbia.edu,Sales Activity,42
2024-01-25T18:42:55Z,Karleen Masurel,2024-04-26T23:13:10Z,"[1, 2, 6, 8, 6, 7, 7]",Excellent,eE36dFfd4fCE5dCBBdd4B1f5,kmasurel2j@blogtalkradio.com,Sales Activity,37
2024-03-07T02:20:46Z,Wenona McClay,2024-01-17T13:25:51Z,"[7, 5, 9, 10, 10, 10, 3]",Good,DFfCc2AC0fccDAEcE8f27bc3,wmcclay2k@skype.com,BAU Activity,54
2024-01-23T12:10:12Z,Henryetta Vila,2024-01-06T14:48:16Z,"[3, 7, 0, 8, 1, 4, 5]",Good,dBFe37ea25dB24Cd9Ddce128,hvila2l@tinyurl.com,BAU Activity,28
2024-02-24T23:18:54Z,Trista Avramovich,2024-03-14T10:56:58Z,"[6, 5, 9, 4, 6, 7, 0]",Very Poor,DFdcB4f8fAAf0DAFF8CCCDBE,tavramovich2m@ustream.tv,Sales Activity,37
2024-03-06T19:20:21Z,Toby Sullens,2024-02-26T00:19:22Z,"[0, 0, 5, 3, 4, 6, 1]",Excellent,AbeBAFCd74FDDdFCbEAdFeBC,tsullens2n@goo.gl,Sales Activity,19
2024-01-11T10:33:42Z,Almeria Lampe,2024-05-23T11:50:16Z,"[7, 9, 0, 7, 0, 9, 3]",Excellent,0ECfC8E1ffA9160C1E8b50Ef,alampe2o@microsoft.com,Sales Activity,35
2024-04-18T10:56:57Z,Emelyne Ebbitt,2024-04-08T04:16:16Z,"[9, 9, 0, 6, 4, 10, 10]",Poor,D4BcC784C4a88F9Ff7C935Cb,eebbitt2p@opensource.org,Sales Activity,48
2024-01-28T14:29:22Z,Leslie Orto,2024-02-11T08:20:33Z,"[3, 2, 5, 7, 2, 3, 4]",Poor,cEaCdFBB6adAD1FB6040aEBd,lorto2q@cloudflare.com,Sales Activity,26
2024-03-04T15:54:33Z,Aleece Mazdon,2024-04-15T14:02:37Z,"[2, 5, 6, 2, 3, 5, 1]",Very Poor,6Af1acd45dB53aa0fc5cbd1D,amazdon2r@washington.edu,BAU Activity,24
2024-05-30T22:47:44Z,Ebony Frank,2024-01-13T05:48:36Z,"[6, 0, 3, 8, 4, 9, 4]",Excellent,13E2e814A1caA764aEE0BF3e,efrank2s@wikipedia.org,Sales Activity,34
2024-05-05T00:46:53Z,Menard Bernardino,2024-05-30T09:52:05Z,"[10, 6, 2, 0, 3, 3, 10]",Good,DeaeE71ceE44E5CdACfa4fDf,mbernardino2t@digg.com,BAU Activity,34
2024-01-18T14:46:35Z,Leopold Maw,2024-03-21T14:30:58Z,"[3, 1, 3, 9, 4, 1, 8]",Excellent,C2DEbFECd2DBdcceCFa414Bc,lmaw2u@reference.com,BAU Activity,29
2024-01-12T00:20:13Z,Cyndy Doogan,2024-01-06T14:25:50Z,"[2, 9, 6, 5, 4, 3, 0]",Good,C5f0fE6bB0CbAfAAE5B25a4A,cdoogan2v@163.com,BAU Activity,29
2024-01-04T00:48:15Z,Ronnie Alvis,2024-05-12T12:36:58Z,"[4, 1, 7, 10, 7, 3, 1]",Excellent,4db5CDc5EeD3d0cDeAc4aeFE,ralvis2w@hp.com,BAU Activity,33
2024-03-25T02:00:21Z,Tracey Saville,2024-03-19T05:21:14Z,"[10, 0, 7, 1, 3, 8, 5]",Very Poor,dC04F1EB4cACE5Aa9F5DB4D1,tsaville2x@google.nl,BAU Activity,34
2024-01-29T20:47:29Z,Valentia Banbridge,2024-01-01T16:03:23Z,"[10, 7, 10, 0, 3, 3, 4]",Good,3abDD0De9EbDCAffFcDCad1f,vbanbridge2y@prweb.com,Sales Activity,37
2024-02-11T12:36:10Z,Nial Valentino,2024-04-21T13:35:18Z,"[7, 5, 9, 4, 4, 5, 5]",Good,4BFBFFCdFEeBDBbAf2E38b5D,nvalentino2z@java.com,BAU Activity,39
2024-02-01T00:45:59Z,Arnoldo Worman,2024-03-08T15:51:42Z,"[3, 0, 9, 4, 10, 9, 9]",Poor,eAdBcEcE3C4C0ac5Bfc0d71a,aworman30@nyu.edu,Sales Activity,44
2024-03-24T01:49:54Z,Herbie Huriche,2024-04-26T09:38:50Z,"[5, 2, 6, 4, 2, 8, 6]",Excellent,20bCAf2fD3A21DDCDb1b0CFb,hhuriche31@wp.com,Sales Activity,33
2024-02-04T19:16:26Z,Kylynn Gierardi,2024-04-08T04:52:12Z,"[5, 8, 1, 6, 1, 3, 3]",Very Poor,dfAa5ABB1AfBaCE15Deb0b4B,kgierardi32@arstechnica.com,BAU Activity,27
2024-02-20T22:43:10Z,Alexandr Cheng,2024-03-24T09:55:08Z,"[10, 7, 7, 4, 3, 8, 7]",Average,0da5A23F02eA1e06dBDFca88,acheng33@ucla.edu,BAU Activity,46
2024-02-15T00:38:18Z,Ian Eaglestone,2024-01-29T17:54:37Z,"[8, 6, 9, 6, 6, 6, 1]",Good,ff5edAAd7aFABFC11AdAC4Af,ieaglestone34@facebook.com,Sales Activity,42
2024-03-11T12:06:26Z,Diannne Dudney,2024-03-16T07:54:42Z,"[3, 2, 5, 10, 9, 5, 10]",Average,5af40dE0dAEb91bddC1Cfcdb,ddudney35@cargocollective.com,BAU Activity,44
2024-04-24T17:57:36Z,Adelaide Bernhardt,2024-01-02T10:51:25Z,"[9, 6, 6, 4, 10, 1, 10]",Poor,eFA52807A75cfE4aDB0AaA1e,abernhardt36@posterous.com,Sales Activity,46
2024-02-13T19:18:09Z,Sadye Eykelhof,2024-02-05T17:00:38Z,"[6, 9, 0, 7, 9, 1, 10]",Average,7acacfdac0eA7ddcEBbEefBC,seykelhof37@ca.gov,BAU Activity,42
2024-03-27T21:41:42Z,Boyd Weymouth,2024-03-10T21:35:41Z,"[8, 2, 1, 9, 0, 7, 0]",Poor,aa2bAbBdaaDb7dCb32667aac,bweymouth38@unblog.fr,Sales Activity,27
