_id,questionid,startDate,endDate,userName,ratings,feedback
66139968fc13ae1beeab8e64,6614d0dbfc13ae602fab901f,2024-04-14,2024-04-20,Roarke Dayne,"['Average', 'Excellent', 'Below Average', 'Outstanding', 'Average']",Needs improvement.
66139968fc13ae1beeab8e65,6614d0dbfc13ae602fab9021,2024-04-10,2024-04-16,Wayne Novotne,"['Below Average', 'Outstanding', 'Terrible', 'Exceptional', 'Exceptional']",Needs improvement.
66139968fc13ae1beeab8e66,6614d0dbfc13ae602fab9023,2024-04-14,2024-04-20,Haleigh Gretham,"['Exceptional', 'Excellent', 'Fair', 'Excellent', 'Below Average']",Great job!
66139968fc13ae1beeab8e67,6614d0dbfc13ae602fab9025,2024-04-11,2024-04-17,Loni Stones,"['Good', 'Below Average', 'Good', 'Average', 'Good']",Could be better.
66139968fc13ae1beeab8e68,6614d0dbfc13ae602fab9027,2024-04-14,2024-04-20,Kamila McAleese,"['Exceptional', 'Good', 'Terrible', 'Poor', 'Average']",Excellent work!
66139968fc13ae1beeab8e69,6614d0dbfc13ae602fab9029,2024-04-13,2024-04-19,Georgie Maccari,"['Excellent', 'Below Average', 'Outstanding', 'Very Good', 'Exceptional']",Needs improvement.
66139968fc13ae1beeab8e6a,6614d0dbfc13ae602fab902b,2024-04-11,2024-04-17,Gae Janse,"['Excellent', 'Outstanding', 'Exceptional', 'Good', 'Average']",Great job!
66139968fc13ae1beeab8e6b,6614d0dbfc13ae602fab902d,2024-04-12,2024-04-18,Marleen Bendin,"['Outstanding', 'Outstanding', 'Terrible', 'Outstanding', 'Very Good']",Needs improvement.
66139968fc13ae1beeab8e6c,6614d0dbfc13ae602fab902f,2024-04-12,2024-04-18,Aime Faint,"['Poor', 'Poor', 'Very Good', 'Terrible', 'Poor']",Excellent work!
66139968fc13ae1beeab8e6d,6614d0dbfc13ae602fab9031,2024-04-11,2024-04-17,Angil Bewshire,"['Very Good', 'Fair', 'Average', 'Very Good', 'Terrible']",Could be better.
66139968fc13ae1beeab8e6e,6614d0dbfc13ae602fab9033,2024-04-09,2024-04-15,Jodi Calrow,"['Excellent', 'Exceptional', 'Fair', 'Fair', 'Average']",Needs improvement.
66139968fc13ae1beeab8e6f,6614d0dbfc13ae602fab9035,2024-04-09,2024-04-15,Drugi Prescot,"['Below Average', 'Exceptional', 'Very Good', 'Good', 'Very Good']",Needs improvement.
66139968fc13ae1beeab8e70,6614d0dbfc13ae602fab9037,2024-04-09,2024-04-15,Rana Hearse,"['Outstanding', 'Excellent', 'Exceptional', 'Fair', 'Terrible']",Could be better.
66139968fc13ae1beeab8e71,6614d0dbfc13ae602fab9039,2024-04-13,2024-04-19,Gwyn Tremmil,"['Terrible', 'Outstanding', 'Good', 'Poor', 'Below Average']",Could be better.
66139968fc13ae1beeab8e72,6614d0dbfc13ae602fab903b,2024-04-13,2024-04-19,Audi Ensley,"['Outstanding', 'Exceptional', 'Fair', 'Very Good', 'Fair']",Great job!
66139968fc13ae1beeab8e73,6614d0dbfc13ae602fab903d,2024-04-12,2024-04-18,Kriste MacAlees,"['Excellent', 'Exceptional', 'Good', 'Poor', 'Poor']",Could be better.
66139968fc13ae1beeab8e74,6614d0dbfc13ae602fab903f,2024-04-14,2024-04-20,Jule Kerry,"['Exceptional', 'Good', 'Excellent', 'Good', 'Exceptional']",Great job!
66139968fc13ae1beeab8e75,6614d0dbfc13ae602fab9041,2024-04-13,2024-04-19,Nell Darlaston,"['Good', 'Average', 'Terrible', 'Below Average', 'Excellent']",Could be better.
66139968fc13ae1beeab8e76,6614d0dbfc13ae602fab9043,2024-04-11,2024-04-17,Mavra Zaple,"['Poor', 'Excellent', 'Fair', 'Poor', 'Outstanding']",Needs improvement.
66139968fc13ae1beeab8e77,6614d0dbfc13ae602fab9045,2024-04-13,2024-04-19,Weylin Fenton,"['Fair', 'Fair', 'Terrible', 'Exceptional', 'Average']",Great job!
66139968fc13ae1beeab8e78,6614d0dbfc13ae602fab9047,2024-04-08,2024-04-14,Hermy Dominec,"['Fair', 'Very Good', 'Fair', 'Terrible', 'Very Good']",Could be better.
66139968fc13ae1beeab8e79,6614d0dbfc13ae602fab9049,2024-04-10,2024-04-16,Rowland Quinton,"['Outstanding', 'Very Good', 'Excellent', 'Poor', 'Below Average']",Great job!
66139968fc13ae1beeab8e7a,6614d0dbfc13ae602fab904b,2024-04-11,2024-04-17,Clary Gookes,"['Below Average', 'Terrible', 'Very Good', 'Fair', 'Fair']",Excellent work!
66139968fc13ae1beeab8e7b,6614d0dbfc13ae602fab904d,2024-04-13,2024-04-19,Danyette Avent,"['Fair', 'Good', 'Good', 'Exceptional', 'Fair']",Needs improvement.
66139968fc13ae1beeab8e7c,6614d0dbfc13ae602fab904f,2024-04-12,2024-04-18,Clevey Tredget,"['Terrible', 'Average', 'Outstanding', 'Exceptional', 'Below Average']",Excellent work!
66139968fc13ae1beeab8e7d,6614d0dbfc13ae602fab9051,2024-04-12,2024-04-18,Micheil Hebburn,"['Outstanding', 'Exceptional', 'Excellent', 'Fair', 'Outstanding']",Great job!
66139968fc13ae1beeab8e7e,6614d0dbfc13ae602fab9053,2024-04-13,2024-04-19,Ephrem Curreen,"['Very Good', 'Very Good', 'Fair', 'Good', 'Good']",Great job!
66139968fc13ae1beeab8e7f,6614d0dbfc13ae602fab9055,2024-04-08,2024-04-14,Hedi Dellenty,"['Very Good', 'Very Good', 'Terrible', 'Good', 'Outstanding']",Great job!
66139968fc13ae1beeab8e80,6614d0dbfc13ae602fab9057,2024-04-08,2024-04-14,Selinda Faires,"['Outstanding', 'Outstanding', 'Average', 'Terrible', 'Outstanding']",Could be better.
66139968fc13ae1beeab8e81,6614d0dbfc13ae602fab9059,2024-04-12,2024-04-18,Trever Burchett,"['Good', 'Exceptional', 'Fair', 'Outstanding', 'Outstanding']",Needs improvement.
66139968fc13ae1beeab8e82,6614d0dbfc13ae602fab905b,2024-04-11,2024-04-17,Kimberlyn Haggith,"['Fair', 'Average', 'Below Average', 'Excellent', 'Good']",Could be better.
66139968fc13ae1beeab8e83,6614d0dbfc13ae602fab905d,2024-04-09,2024-04-15,Barbe Hayes,"['Average', 'Terrible', 'Very Good', 'Fair', 'Terrible']",Excellent work!
66139968fc13ae1beeab8e84,6614d0dbfc13ae602fab905f,2024-04-12,2024-04-18,Gwenette Hughlock,"['Outstanding', 'Terrible', 'Below Average', 'Good', 'Below Average']",Needs improvement.
66139968fc13ae1beeab8e85,6614d0dbfc13ae602fab9061,2024-04-10,2024-04-16,Bendicty McPeice,"['Average', 'Good', 'Average', 'Average', 'Exceptional']",Could be better.
66139968fc13ae1beeab8e86,6614d0dbfc13ae602fab9063,2024-04-08,2024-04-14,Zollie Roj,"['Good', 'Very Good', 'Poor', 'Excellent', 'Very Good']",Excellent work!
66139968fc13ae1beeab8e87,6614d0dbfc13ae602fab9065,2024-04-14,2024-04-20,Waneta Pothecary,"['Poor', 'Exceptional', 'Average', 'Poor', 'Exceptional']",Excellent work!
66139968fc13ae1beeab8e88,6614d0dbfc13ae602fab9067,2024-04-14,2024-04-20,Oliviero Kell,"['Exceptional', 'Fair', 'Below Average', 'Good', 'Very Good']",Could be better.
66139968fc13ae1beeab8e89,6614d0dbfc13ae602fab9069,2024-04-08,2024-04-14,Ilka Solman,"['Good', 'Very Good', 'Exceptional', 'Average', 'Outstanding']",Needs improvement.
66139968fc13ae1beeab8e8a,6614d0dbfc13ae602fab906b,2024-04-08,2024-04-14,Lin Ellin,"['Below Average', 'Exceptional', 'Average', 'Good', 'Below Average']",Great job!
66139968fc13ae1beeab8e8b,6614d0dbfc13ae602fab906d,2024-04-10,2024-04-16,Den Deesly,"['Good', 'Excellent', 'Average', 'Fair', 'Exceptional']",Needs improvement.
66139968fc13ae1beeab8e8c,6614d0dbfc13ae602fab906f,2024-04-08,2024-04-14,Rickie Spanswick,"['Average', 'Terrible', 'Below Average', 'Below Average', 'Fair']",Needs improvement.
66139968fc13ae1beeab8e8d,6614d0dbfc13ae602fab9071,2024-04-09,2024-04-15,Gerti Acuna,"['Below Average', 'Poor', 'Fair', 'Excellent', 'Below Average']",Needs improvement.
66139968fc13ae1beeab8e8e,6614d0dbfc13ae602fab9073,2024-04-14,2024-04-20,Alva Fosberry,"['Fair', 'Very Good', 'Fair', 'Very Good', 'Terrible']",Could be better.
66139968fc13ae1beeab8e8f,6614d0dbfc13ae602fab9075,2024-04-08,2024-04-14,Florina Kahen,"['Very Good', 'Exceptional', 'Good', 'Outstanding', 'Outstanding']",Could be better.
66139968fc13ae1beeab8e90,6614d0dbfc13ae602fab9077,2024-04-13,2024-04-19,Evin Nears,"['Exceptional', 'Poor', 'Terrible', 'Average', 'Exceptional']",Needs improvement.
66139968fc13ae1beeab8e91,6614d0dbfc13ae602fab9079,2024-04-09,2024-04-15,Arlie Brech,"['Good', 'Poor', 'Outstanding', 'Terrible', 'Terrible']",Great job!
66139968fc13ae1beeab8e92,6614d0dbfc13ae602fab907b,2024-04-09,2024-04-15,Vail Smallacombe,"['Excellent', 'Poor', 'Fair', 'Outstanding', 'Very Good']",Excellent work!
66139968fc13ae1beeab8e93,6614d0dbfc13ae602fab907d,2024-04-12,2024-04-18,Marty Streak,"['Poor', 'Terrible', 'Fair', 'Very Good', 'Exceptional']",Excellent work!
66139968fc13ae1beeab8e94,6614d0dbfc13ae602fab907f,2024-04-13,2024-04-19,Durward Gubbin,"['Fair', 'Excellent', 'Very Good', 'Fair', 'Exceptional']",Needs improvement.
66139968fc13ae1beeab8e95,6614d0dbfc13ae602fab9081,2024-04-14,2024-04-20,Seymour Pordal,"['Below Average', 'Excellent', 'Exceptional', 'Poor', 'Terrible']",Excellent work!
66139968fc13ae1beeab8e96,6614d0dbfc13ae602fab9083,2024-04-08,2024-04-14,Jason MacCook,"['Excellent', 'Excellent', 'Poor', 'Good', 'Excellent']",Needs improvement.
66139968fc13ae1beeab8e97,6614d0dbfc13ae602fab9085,2024-04-08,2024-04-14,Cass Boulger,"['Poor', 'Very Good', 'Good', 'Poor', 'Exceptional']",Excellent work!
66139968fc13ae1beeab8e98,6614d0dbfc13ae602fab9087,2024-04-10,2024-04-16,Thayne Barrett,"['Terrible', 'Fair', 'Exceptional', 'Terrible', 'Below Average']",Could be better.
66139968fc13ae1beeab8e99,6614d0dbfc13ae602fab9089,2024-04-11,2024-04-17,Elinor Sindle,"['Average', 'Very Good', 'Average', 'Fair', 'Average']",Could be better.
66139968fc13ae1beeab8e9a,6614d0dbfc13ae602fab908b,2024-04-08,2024-04-14,Nicolea Sloley,"['Outstanding', 'Average', 'Average', 'Poor', 'Good']",Excellent work!
66139968fc13ae1beeab8e9b,6614d0dbfc13ae602fab908d,2024-04-14,2024-04-20,Cirilo Le Grand,"['Excellent', 'Fair', 'Terrible', 'Average', 'Below Average']",Could be better.
66139968fc13ae1beeab8e9c,6614d0dbfc13ae602fab908f,2024-04-12,2024-04-18,Arlina Spadazzi,"['Good', 'Very Good', 'Outstanding', 'Below Average', 'Below Average']",Excellent work!
66139968fc13ae1beeab8e9d,6614d0dbfc13ae602fab9091,2024-04-11,2024-04-17,Jenica Iannetti,"['Poor', 'Fair', 'Exceptional', 'Terrible', 'Below Average']",Excellent work!
66139968fc13ae1beeab8e9e,6614d0dbfc13ae602fab9093,2024-04-12,2024-04-18,Cortie Maddams,"['Exceptional', 'Outstanding', 'Terrible', 'Excellent', 'Terrible']",Could be better.
66139968fc13ae1beeab8e9f,6614d0dbfc13ae602fab9095,2024-04-13,2024-04-19,Earlie Calway,"['Poor', 'Average', 'Below Average', 'Excellent', 'Good']",Needs improvement.
66139968fc13ae1beeab8ea0,6614d0dbfc13ae602fab9097,2024-04-14,2024-04-20,Linnell Brayn,"['Excellent', 'Poor', 'Outstanding', 'Fair', 'Good']",Needs improvement.
66139968fc13ae1beeab8ea1,6614d0dbfc13ae602fab9099,2024-04-11,2024-04-17,Marielle McGinnis,"['Below Average', 'Average', 'Very Good', 'Average', 'Good']",Could be better.
66139968fc13ae1beeab8ea2,6614d0dbfc13ae602fab909b,2024-04-09,2024-04-15,Lea Lampett,"['Outstanding', 'Very Good', 'Outstanding', 'Fair', 'Excellent']",Needs improvement.
66139968fc13ae1beeab8ea3,6614d0dbfc13ae602fab909d,2024-04-10,2024-04-16,Tracee Roskruge,"['Poor', 'Very Good', 'Excellent', 'Excellent', 'Poor']",Could be better.
66139968fc13ae1beeab8ea4,6614d0dbfc13ae602fab909f,2024-04-08,2024-04-14,Yardley Titchmarsh,"['Outstanding', 'Very Good', 'Fair', 'Very Good', 'Below Average']",Excellent work!
66139968fc13ae1beeab8ea5,6614d0dbfc13ae602fab90a1,2024-04-09,2024-04-15,Dita Charles,"['Terrible', 'Excellent', 'Below Average', 'Terrible', 'Exceptional']",Great job!
66139968fc13ae1beeab8ea6,6614d0dbfc13ae602fab90a3,2024-04-13,2024-04-19,Bidget Badrock,"['Outstanding', 'Very Good', 'Very Good', 'Fair', 'Below Average']",Great job!
66139968fc13ae1beeab8ea7,6614d0dbfc13ae602fab90a5,2024-04-10,2024-04-16,Redford Guidini,"['Below Average', 'Average', 'Poor', 'Exceptional', 'Fair']",Great job!
66139968fc13ae1beeab8ea8,6614d0dbfc13ae602fab90a7,2024-04-12,2024-04-18,Osgood Mustill,"['Average', 'Very Good', 'Terrible', 'Excellent', 'Exceptional']",Needs improvement.
66139968fc13ae1beeab8ea9,6614d0dbfc13ae602fab90a9,2024-04-12,2024-04-18,Vassily Plewes,"['Outstanding', 'Terrible', 'Good', 'Poor', 'Exceptional']",Excellent work!
66139968fc13ae1beeab8eaa,6614d0dbfc13ae602fab90ab,2024-04-14,2024-04-20,Karleen Masurel,"['Very Good', 'Fair', 'Outstanding', 'Outstanding', 'Poor']",Needs improvement.
66139968fc13ae1beeab8eab,6614d0dbfc13ae602fab90ad,2024-04-09,2024-04-15,Wenona McClay,"['Terrible', 'Fair', 'Average', 'Very Good', 'Poor']",Excellent work!
66139968fc13ae1beeab8eac,6614d0dbfc13ae602fab90af,2024-04-11,2024-04-17,Henryetta Vila,"['Fair', 'Fair', 'Excellent', 'Exceptional', 'Excellent']",Excellent work!
66139968fc13ae1beeab8ead,6614d0dbfc13ae602fab90b1,2024-04-14,2024-04-20,Trista Avramovich,"['Fair', 'Excellent', 'Below Average', 'Average', 'Poor']",Could be better.
66139968fc13ae1beeab8eae,6614d0dbfc13ae602fab90b3,2024-04-11,2024-04-17,Toby Sullens,"['Fair', 'Very Good', 'Terrible', 'Excellent', 'Outstanding']",Needs improvement.
66139968fc13ae1beeab8eaf,6614d0dbfc13ae602fab90b5,2024-04-13,2024-04-19,Almeria Lampe,"['Outstanding', 'Very Good', 'Terrible', 'Below Average', 'Exceptional']",Excellent work!
66139968fc13ae1beeab8eb0,6614d0dbfc13ae602fab90b7,2024-04-08,2024-04-14,Emelyne Ebbitt,"['Good', 'Good', 'Below Average', 'Terrible', 'Exceptional']",Could be better.
66139968fc13ae1beeab8eb1,6614d0dbfc13ae602fab90b9,2024-04-10,2024-04-16,Leslie Orto,"['Average', 'Below Average', 'Average', 'Below Average', 'Terrible']",Excellent work!
66139968fc13ae1beeab8eb2,6614d0dbfc13ae602fab90bb,2024-04-08,2024-04-14,Aleece Mazdon,"['Poor', 'Very Good', 'Terrible', 'Average', 'Fair']",Excellent work!
66139968fc13ae1beeab8eb3,6614d0dbfc13ae602fab90bd,2024-04-10,2024-04-16,Ebony Frank,"['Excellent', 'Exceptional', 'Below Average', 'Terrible', 'Below Average']",Excellent work!
66139968fc13ae1beeab8eb4,6614d0dbfc13ae602fab90bf,2024-04-09,2024-04-15,Menard Bernardino,"['Good', 'Outstanding', 'Fair', 'Below Average', 'Below Average']",Great job!
66139968fc13ae1beeab8eb5,6614d0dbfc13ae602fab90c1,2024-04-11,2024-04-17,Leopold Maw,"['Fair', 'Good', 'Fair', 'Fair', 'Terrible']",Excellent work!
66139968fc13ae1beeab8eb6,6614d0dbfc13ae602fab90c3,2024-04-08,2024-04-14,Cyndy Doogan,"['Good', 'Outstanding', 'Below Average', 'Good', 'Good']",Great job!
66139968fc13ae1beeab8eb7,6614d0dbfc13ae602fab90c5,2024-04-11,2024-04-17,Ronnie Alvis,"['Outstanding', 'Below Average', 'Average', 'Poor', 'Exceptional']",Excellent work!
66139968fc13ae1beeab8eb8,6614d0dbfc13ae602fab90c7,2024-04-08,2024-04-14,Tracey Saville,"['Terrible', 'Poor', 'Average', 'Poor', 'Excellent']",Great job!
66139968fc13ae1beeab8eb9,6614d0dbfc13ae602fab90c9,2024-04-14,2024-04-20,Valentia Banbridge,"['Fair', 'Good', 'Terrible', 'Good', 'Poor']",Excellent work!
66139968fc13ae1beeab8eba,6614d0dbfc13ae602fab90cb,2024-04-09,2024-04-15,Nial Valentino,"['Exceptional', 'Below Average', 'Terrible', 'Exceptional', 'Terrible']",Could be better.
66139968fc13ae1beeab8ebb,6614d0dbfc13ae602fab90cd,2024-04-12,2024-04-18,Arnoldo Worman,"['Outstanding', 'Poor', 'Poor', 'Outstanding', 'Outstanding']",Needs improvement.
66139968fc13ae1beeab8ebc,6614d0dbfc13ae602fab90cf,2024-04-08,2024-04-14,Herbie Huriche,"['Outstanding', 'Fair', 'Very Good', 'Poor', 'Average']",Could be better.
66139968fc13ae1beeab8ebd,6614d0dbfc13ae602fab90d1,2024-04-12,2024-04-18,Kylynn Gierardi,"['Poor', 'Excellent', 'Below Average', 'Poor', 'Outstanding']",Great job!
66139968fc13ae1beeab8ebe,6614d0dbfc13ae602fab90d3,2024-04-09,2024-04-15,Alexandr Cheng,"['Average', 'Very Good', 'Excellent', 'Poor', 'Exceptional']",Could be better.
66139968fc13ae1beeab8ebf,6614d0dbfc13ae602fab90d5,2024-04-12,2024-04-18,Ian Eaglestone,"['Poor', 'Excellent', 'Below Average', 'Very Good', 'Excellent']",Could be better.
66139968fc13ae1beeab8ec0,6614d0dbfc13ae602fab90d7,2024-04-13,2024-04-19,Diannne Dudney,"['Poor', 'Below Average', 'Average', 'Outstanding', 'Below Average']",Could be better.
66139968fc13ae1beeab8ec1,6614d0dbfc13ae602fab90d9,2024-04-10,2024-04-16,Adelaide Bernhardt,"['Outstanding', 'Average', 'Average', 'Poor', 'Excellent']",Great job!
66139968fc13ae1beeab8ec2,6614d0dbfc13ae602fab90db,2024-04-08,2024-04-14,Sadye Eykelhof,"['Below Average', 'Poor', 'Average', 'Average', 'Poor']",Great job!
66139968fc13ae1beeab8ec3,6614d0dbfc13ae602fab90dd,2024-04-13,2024-04-19,Boyd Weymouth,"['Very Good', 'Excellent', 'Very Good', 'Poor', 'Terrible']",Excellent work!
66139968fc13ae1beeab8ec4,6614d0dbfc13ae602fab90df,2024-04-08,2024-04-14,Deborah Dinse,"['Terrible', 'Excellent', 'Terrible', 'Exceptional', 'Fair']",Could be better.
66139968fc13ae1beeab8ec5,6614d0dbfc13ae602fab90e1,2024-04-08,2024-04-14,Theodoric Saphir,"['Average', 'Terrible', 'Exceptional', 'Exceptional', 'Exceptional']",Excellent work!
66139968fc13ae1beeab8ec6,6614d0dbfc13ae602fab90e3,2024-04-09,2024-04-15,Bran Eason,"['Poor', 'Poor', 'Good', 'Exceptional', 'Very Good']",Could be better.
66139968fc13ae1beeab8ec7,6614d0dbfc13ae602fab90e5,2024-04-08,2024-04-14,Concettina Winslade,"['Fair', 'Exceptional', 'Outstanding', 'Average', 'Below Average']",Could be better.
66139968fc13ae1beeab8ec8,6614d0dbfc13ae602fab90e7,2024-04-08,2024-04-14,Reinhard Laurens,"['Average', 'Below Average', 'Good', 'Terrible', 'Below Average']",Great job!
66139968fc13ae1beeab8ec9,6614d0dbfc13ae602fab90e9,2024-04-08,2024-04-14,Emmi Rijkeseis,"['Terrible', 'Exceptional', 'Excellent', 'Outstanding', 'Poor']",Needs improvement.
66139968fc13ae1beeab8eca,6614d0dbfc13ae602fab90eb,2024-04-08,2024-04-14,Killian Polo,"['Fair', 'Good', 'Poor', 'Below Average', 'Excellent']",Great job!
66139968fc13ae1beeab8ecb,6614d0dbfc13ae602fab90ed,2024-04-11,2024-04-17,Kristos Eshelby,"['Outstanding', 'Below Average', 'Fair', 'Exceptional', 'Good']",Needs improvement.
66139968fc13ae1beeab8ecc,6614d0dbfc13ae602fab90ef,2024-04-09,2024-04-15,Dur Atterbury,"['Below Average', 'Fair', 'Very Good', 'Good', 'Very Good']",Could be better.
66139968fc13ae1beeab8ecd,6614d0dbfc13ae602fab90f1,2024-04-12,2024-04-18,Ari Rillatt,"['Terrible', 'Excellent', 'Very Good', 'Terrible', 'Below Average']",Great job!
66139968fc13ae1beeab8ece,6614d0dbfc13ae602fab90f3,2024-04-08,2024-04-14,Francois Chiese,"['Below Average', 'Poor', 'Average', 'Exceptional', 'Average']",Excellent work!
66139968fc13ae1beeab8ecf,6614d0dbfc13ae602fab90f5,2024-04-11,2024-04-17,Shayna Father,"['Exceptional', 'Poor', 'Below Average', 'Average', 'Terrible']",Could be better.
66139968fc13ae1beeab8ed0,6614d0dbfc13ae602fab90f7,2024-04-13,2024-04-19,Saundra Flecknoe,"['Below Average', 'Very Good', 'Very Good', 'Excellent', 'Poor']",Great job!
66139968fc13ae1beeab8ed1,6614d0dbfc13ae602fab90f9,2024-04-14,2024-04-20,Bancroft Sinkinson,"['Excellent', 'Terrible', 'Fair', 'Below Average', 'Fair']",Great job!
66139968fc13ae1beeab8ed2,6614d0dbfc13ae602fab90fb,2024-04-09,2024-04-15,Englebert Bollands,"['Good', 'Terrible', 'Terrible', 'Average', 'Poor']",Needs improvement.
66139968fc13ae1beeab8ed3,6614d0dbfc13ae602fab90fd,2024-04-08,2024-04-14,Urson Wyleman,"['Exceptional', 'Exceptional', 'Excellent', 'Excellent', 'Exceptional']",Could be better.
66139968fc13ae1beeab8ed4,6614d0dbfc13ae602fab90ff,2024-04-13,2024-04-19,Reider Drage,"['Very Good', 'Outstanding', 'Fair', 'Exceptional', 'Very Good']",Excellent work!
66139968fc13ae1beeab8ed5,6614d0dbfc13ae602fab9101,2024-04-10,2024-04-16,Lida Shildrake,"['Good', 'Outstanding', 'Below Average', 'Excellent', 'Terrible']",Great job!
66139968fc13ae1beeab8ed6,6614d0dbfc13ae602fab9103,2024-04-13,2024-04-19,Lanny Hanratty,"['Poor', 'Below Average', 'Very Good', 'Exceptional', 'Terrible']",Excellent work!
66139968fc13ae1beeab8ed7,6614d0dbfc13ae602fab9105,2024-04-13,2024-04-19,Sheeree Woolrich,"['Good', 'Excellent', 'Exceptional', 'Fair', 'Average']",Great job!
66139968fc13ae1beeab8ed8,6614d0dbfc13ae602fab9107,2024-04-09,2024-04-15,Andriette McCahill,"['Excellent', 'Good', 'Excellent', 'Below Average', 'Outstanding']",Great job!
66139968fc13ae1beeab8ed9,6614d0dbfc13ae602fab9109,2024-04-14,2024-04-20,Danella Badgers,"['Average', 'Poor', 'Fair', 'Good', 'Exceptional']",Needs improvement.
66139968fc13ae1beeab8eda,6614d0dbfc13ae602fab910b,2024-04-12,2024-04-18,Drusilla Pilsbury,"['Excellent', 'Very Good', 'Excellent', 'Exceptional', 'Outstanding']",Excellent work!
66139968fc13ae1beeab8edb,6614d0dbfc13ae602fab910d,2024-04-14,2024-04-20,Lowrance Scone,"['Very Good', 'Exceptional', 'Exceptional', 'Very Good', 'Poor']",Could be better.
66139968fc13ae1beeab8edc,6614d0dbfc13ae602fab910f,2024-04-12,2024-04-18,Inge Pyatt,"['Below Average', 'Very Good', 'Good', 'Good', 'Exceptional']",Needs improvement.
